Date,Time,Crop_Type,Solar_Energy_Production_kWh,Temperature_C,Rainfall_mm,Soil_Moisture_Content,Area_in_Hectares,Production_in_Tons,Crop_Yield_tons_ha,pH
7/5/2022,4:45:00,Lettuce,0,31.78,1.75,14.79,7.15,23.91,15.03,6.77
7/5/2022,7:15:00,Lettuce,5.226,37.27,14.29,17.96,12.35,26.95,9.74,6.27
7/5/2022,9:30:00,Lettuce,10.907000000000002,31.85,18.59,10.38,18.38,16.49,8.27,6.9
7/5/2022,12:00:00,Lettuce,6.994,35.17,8.44,21.09,17.38,7.47,13.1,6.05
7/5/2022,14:30:00,Lettuce,5.148,28.02,7.79,13.55,11.53,14.69,6.16,6.92
7/5/2022,16:45:00,Lettuce,4.017,33.37,8.03,16.95,16.17,17.58,10.09,6.8
7/5/2022,19:15:00,Lettuce,4.1080000000000005,28.11,9.84,11.05,18.03,10.17,6.59,6.6
7/5/2022,21:30:00,Lettuce,0,36.06,14.6,18.78,11.9,31.02,7.09,6.11
8/5/2022,0:00:00,Lettuce,0,32.43,0.38,11.68,17.42,13.78,6.5,6.32
8/5/2022,2:30:00,Lettuce,0,33.11,12.44,11.78,7.69,10.04,12.04,6.38
8/5/2022,4:45:00,Lettuce,0,36.59,15.84,13.23,8.5,9.34,20.32,6.97
8/5/2022,7:15:00,Lettuce,9.893,31.22,3.88,11.65,18.04,33.28,16.5,6.68
8/5/2022,9:30:00,Lettuce,7.4750000000000005,34.82,11.87,11.12,16.15,12.07,15.49,6.87
8/5/2022,12:00:00,Lettuce,10.517,36.35,16.43,15.91,10.03,11.01,9.38,6.47
8/5/2022,14:30:00,Lettuce,5.447000000000001,35.3,17.61,18.04,15.3,19.19,17.43,6.12
8/5/2022,16:45:00,Lettuce,10.985,37.51,13.27,12.37,15.34,19.12,6.09,6.62
8/5/2022,19:15:00,Lettuce,9.971,34.28,0.28,11.23,9.48,12.72,19.6,6.63
8/5/2022,21:30:00,Lettuce,0,31.12,8.28,21.79,5.2,20.4,8.78,6.47
9/5/2022,0:00:00,Lettuce,0,33.19,19.95,7.79,17.17,27.31,15.73,6.23
9/5/2022,2:30:00,Lettuce,0,37.84,11.19,16.6,20.61,17.33,19.9,6.64
9/5/2022,4:45:00,Lettuce,0,37.89,10.44,6.17,8.19,34.55,14.67,6.12
9/5/2022,7:15:00,Lettuce,4.277,31.78,0.15,12.41,16.56,21.84,13.14,6.68
9/5/2022,9:30:00,Lettuce,5.486,34.34,7.27,11.02,13.18,14.05,15.44,6.54
9/5/2022,12:00:00,Lettuce,10.894000000000002,31.03,11.36,12.08,8.24,24.19,10.89,6.63
9/5/2022,14:30:00,Lettuce,5.59,35.78,19.2,19.85,15.75,13.9,10.81,6.17
9/5/2022,16:45:00,Lettuce,8.606,31.76,19.65,16.64,13.59,19.11,13.83,6.83
9/5/2022,19:15:00,Lettuce,10.790000000000001,33.51,17.47,21.06,19.37,16.79,18.07,6.11
9/5/2022,21:30:00,Lettuce,0,37.08,14.41,14.79,15.35,16.95,14.12,6.33
10/5/2022,0:00:00,Lettuce,0,35.03,12.79,11.26,14.58,7.07,15.02,6.41
10/5/2022,2:30:00,Lettuce,0,30.92,16.9,18.57,6.19,16.88,10.55,6.59
10/5/2022,4:45:00,Lettuce,0,34.69,11.89,11.49,14.69,20.01,7.74,6.57
10/5/2022,7:15:00,Lettuce,9.607,32.66,6.03,12.98,14.98,21.23,16.87,6.55
10/5/2022,9:30:00,Lettuce,7.072000000000001,34.76,2.37,19.53,18.65,29.38,8.44,6.66
10/5/2022,12:00:00,Lettuce,11.57,28.32,19.9,14.16,8.33,17.49,15.53,6.63
10/5/2022,14:30:00,Lettuce,4.914,30.9,8.79,14.62,14.21,23.95,19.45,6.98
10/5/2022,16:45:00,Lettuce,9.035,31.68,11.81,9.01,12.91,7.05,14.59,6.99
10/5/2022,19:15:00,Lettuce,5.304,36.82,5.17,12.11,17.07,4.9,5.7,6.42
10/5/2022,21:30:00,Lettuce,0,32.85,13.59,12.3,16.79,18.23,17.17,6.84
11/5/2022,0:00:00,Lettuce,0,34.44,13.01,12.64,13.17,25,19.19,6.12
11/5/2022,2:30:00,Lettuce,0,35.11,12.29,11.4,8.38,22.09,8.16,6.02
11/5/2022,4:45:00,Lettuce,0,31.04,5.52,18.83,12.86,28.04,18.88,6.99
11/5/2022,7:15:00,Lettuce,9.061,29.91,10.67,12.15,17.49,3.79,6.07,6.11
11/5/2022,9:30:00,Lettuce,8.307,31.25,0.86,22.17,16.08,8.72,13.79,6.12
11/5/2022,12:00:00,Lettuce,8.254999999999999,28.21,15.81,14.81,18.47,15.04,10.97,6.77
11/5/2022,14:30:00,Lettuce,9.438,37.01,15.74,13.28,14.68,10.28,7.11,6.55
11/5/2022,16:45:00,Lettuce,5.421,30.51,1.38,15.63,17.03,4.75,13.63,6.96
11/5/2022,19:15:00,Lettuce,5.694,36.4,15.67,19.07,5.75,19.13,8.02,6.7
11/5/2022,21:30:00,Lettuce,0,36.73,3.94,11.53,11.26,29.67,16.52,6.99
12/5/2022,0:00:00,Lettuce,0,30.65,19.03,17.4,12.21,28.39,8.17,6.05
12/5/2022,2:30:00,Lettuce,0,31.01,15.46,16.62,15.9,27.9,13.63,6.75
12/5/2022,4:45:00,Lettuce,0,37.51,4,19.11,15.76,25.04,10.54,6.43
12/5/2022,7:15:00,Lettuce,6.487,37.49,2.03,14.66,12.57,25.17,12.12,6.41
12/5/2022,9:30:00,Lettuce,7.215,34.83,13.14,17.16,17.35,19.89,11.49,6.16
12/5/2022,12:00:00,Lettuce,5.654999999999999,34.77,11.54,8.9,11.66,15.75,10.32,6.97
12/5/2022,14:30:00,Lettuce,7.787000000000001,29.74,13.34,20.64,16.47,11.17,9.77,6.01
12/5/2022,16:45:00,Lettuce,7.228,37.41,8.49,11.53,9.08,27.99,13.27,6.12
12/5/2022,19:15:00,Lettuce,9.165000000000001,36.83,10.46,10.37,16.99,33.84,8.39,6.18
12/5/2022,21:30:00,Lettuce,0,33.51,2.52,11.53,17.68,31.8,13.59,6.31
13/5/2022,0:00:00,Lettuce,0,30.18,15.83,17.24,8.02,16.67,12.22,6.68
13/5/2022,2:30:00,Lettuce,0,28,13.12,16.24,9.71,21.26,14.14,6.11
13/5/2022,4:45:00,Lettuce,0,29.58,14.67,19.56,9.05,8.54,19.42,6.59
13/5/2022,7:15:00,Lettuce,9.438,30.96,17.35,13.13,15.03,28.54,20.28,6.96
13/5/2022,9:30:00,Lettuce,5.486,31.69,10.32,19.62,11.72,16.08,11.63,6.47
13/5/2022,12:00:00,Lettuce,11.375,37.16,5.59,22.94,12.91,29.26,15.66,6.87
13/5/2022,14:30:00,Lettuce,4.407,30.19,0.14,7.3,13.99,20.36,10.36,6.84
13/5/2022,16:45:00,Lettuce,5.421,31.43,12.84,14.98,19.19,13.07,12.36,6.22
13/5/2022,19:15:00,Lettuce,5.824000000000001,35.57,8.75,10.3,8.83,25.89,7.47,6.6
13/5/2022,21:30:00,Lettuce,0,28.69,13.94,17.9,9.15,16.11,9.57,6.64
14/5/2022,0:00:00,Lettuce,0,30.69,12.38,14.57,9.4,9.92,13.36,6.04
14/5/2022,2:30:00,Lettuce,0,36.31,8.48,10.89,16.19,24.33,15.42,6.78
14/5/2022,4:45:00,Lettuce,0,34.03,1.93,12.41,7.54,20.4,19.19,6.32
14/5/2022,7:15:00,Lettuce,7.345000000000001,33.96,13.02,18.44,16.53,19.8,19.47,6.12
14/5/2022,9:30:00,Lettuce,4.524,28.37,4.25,14.26,7.75,29.09,12.16,6.92
14/5/2022,12:00:00,Lettuce,8.814,29.63,16.2,13.33,16.97,26.94,9.52,6.09
14/5/2022,14:30:00,Lettuce,8.619,37.89,0.49,9.6,15.64,20.25,9.28,6.06
14/5/2022,16:45:00,Lettuce,10.088,37.41,16.84,11.63,15.79,9.39,20.73,6.91
14/5/2022,19:15:00,Lettuce,10.738,32.67,10.62,17.25,14.86,9.45,11.2,6.16
14/5/2022,21:30:00,Lettuce,0,30.94,14.39,13.06,18.16,28.36,10.94,6.91
15/5/2022,0:00:00,Lettuce,0,31.4,5.54,18.41,18.12,26.36,5.84,6.58
15/5/2022,2:30:00,Lettuce,0,37.62,15.01,16.15,17.45,10.66,21.89,6.07
15/5/2022,4:45:00,Lettuce,0,31.71,16.95,13.1,15.42,25.2,13.27,6.17
15/5/2022,7:15:00,Lettuce,6.955,32.73,1.37,19.16,18.88,38.27,17.11,6.23
15/5/2022,9:30:00,Lettuce,7.163,36.87,7.16,21.53,16.14,26.31,13.59,6.42
15/5/2022,12:00:00,Lettuce,8.619,35.02,13.74,15.46,12.22,19.13,11.26,6.25
15/5/2022,14:30:00,Lettuce,4.628,34.07,14.86,12.73,15.57,22.59,12.55,6.46
15/5/2022,16:45:00,Lettuce,7.839,36.22,4.27,12.76,12.25,24.35,11.09,6.17
15/5/2022,19:15:00,Lettuce,6.006,28.68,1.48,12.96,12.6,8.25,17.27,6.36
15/5/2022,21:30:00,Lettuce,0,37.35,1.66,20.54,16.04,17.26,8.5,6.68
16/5/2022,0:00:00,Lettuce,0,33.68,6.8,20.39,11.97,9.2,11.29,6.73
16/5/2022,2:30:00,Lettuce,0,36.8,10.26,12.41,19.76,25.11,13.87,6.21
16/5/2022,4:45:00,Lettuce,0,36.14,12.69,10.8,17.43,14.27,17.19,6.52
16/5/2022,7:15:00,Lettuce,4.134,34.28,10.97,9.42,13.47,16.29,10.82,6.71
16/5/2022,9:30:00,Lettuce,6.799,30.17,8.35,12.73,18.81,27.69,14.65,6.95
16/5/2022,12:00:00,Lettuce,11.154,28.94,8.47,15.68,14.3,22.25,12.53,6.32
16/5/2022,14:30:00,Lettuce,6.175,34.53,9.4,17.86,18.7,36.23,19.83,6.07
16/5/2022,16:45:00,Lettuce,10.309,29.94,9.26,14.43,11.25,19.24,11.97,6.61
16/5/2022,19:15:00,Lettuce,4.8100000000000005,30.25,1.27,16.41,15.44,11.12,8.84,6.71
16/5/2022,21:30:00,Lettuce,0,30.27,10.92,11.8,11.72,37.06,13.53,6.13
17/5/2022,0:00:00,Lettuce,0,30.18,9.47,16.16,12.74,14.54,10.34,6.9
17/5/2022,2:30:00,Lettuce,0,28.66,18.05,18.25,18.88,22.8,19,6.86
17/5/2022,4:45:00,Lettuce,0,28.39,8.11,13.16,6.97,20.13,14.58,6.2
17/5/2022,7:15:00,Lettuce,4.394,29.21,8.43,11.71,14.05,13.47,14.38,6.88
17/5/2022,9:30:00,Lettuce,4.147,32.67,17.54,13.79,13.81,27.15,18.73,6.25
17/5/2022,12:00:00,Lettuce,8.359,35.89,18.24,16.05,15.4,29.22,20.22,6.63
17/5/2022,14:30:00,Lettuce,7.631,37.65,17.93,14.89,10.79,24.19,19.95,6.1
17/5/2022,16:45:00,Lettuce,11.297,29.93,5.61,21.86,12.16,12,7.01,6.7
17/5/2022,19:15:00,Lettuce,7.774000000000001,28.27,9.62,11.52,11.9,19.89,17.09,6.46
17/5/2022,21:30:00,Lettuce,0,33.16,10.83,13.55,11.29,12.93,22.84,6.18
18/5/2022,0:00:00,Lettuce,0,30.16,13.83,13.38,14.77,28.82,15.17,6.2
18/5/2022,2:30:00,Lettuce,0,35.65,6.27,20.63,13.89,26.58,12.71,6.27
18/5/2022,4:45:00,Lettuce,0,37.24,8.55,17.21,8.69,21.32,10.98,6.04
18/5/2022,7:15:00,Lettuce,4.1080000000000005,30.43,3.75,19.65,11.48,25.8,10.97,6.35
18/5/2022,9:30:00,Lettuce,7.527,28.51,4.4,12.36,11.28,20.29,16.01,6.45
18/5/2022,12:00:00,Lettuce,11.297,31.36,18.9,20.04,16.5,34.63,20.2,6.51
18/5/2022,14:30:00,Lettuce,10.738,33.39,16.71,14.47,9.85,17.73,16.66,6.16
18/5/2022,16:45:00,Lettuce,8.32,34.62,10.8,7.86,11.05,19.09,12.09,6.16
18/5/2022,19:15:00,Lettuce,6.617,28.34,17.63,13.59,19.54,19.85,15.88,6.54
18/5/2022,21:30:00,Lettuce,0,32.74,4.57,19.14,7.78,7.46,16.15,6.56
19/5/2022,0:00:00,Lettuce,0,34.08,11.04,16.55,15.97,13.48,19.05,6.09
19/5/2022,2:30:00,Lettuce,0,29.63,10.22,13.53,16.81,14.21,16.41,6.2
19/5/2022,4:45:00,Lettuce,0,28.1,16.61,11.37,18.14,21.77,15.09,6.86
19/5/2022,7:15:00,Lettuce,9.204,28.77,8.66,16.61,14.82,30.97,15.56,6.93
19/5/2022,9:30:00,Lettuce,4.0040000000000004,31.5,1.29,12.16,9.19,18.77,11.16,6.14
19/5/2022,12:00:00,Lettuce,7.15,30.97,18.38,20.08,8.32,25.8,19.89,6.84
19/5/2022,14:30:00,Lettuce,5.213,33.74,4.6,18.75,14.65,13.6,13.86,6.98
19/5/2022,16:45:00,Lettuce,8.307,36.7,17.39,19.94,17.67,22.65,10.5,6.12
19/5/2022,19:15:00,Lettuce,5.538,35.13,3.47,17.19,8.44,16.57,12.62,6.36
19/5/2022,21:30:00,Lettuce,0,34.71,13.81,11.27,12.33,14,14.11,6.05
20/5/2022,0:00:00,Lettuce,0,37.12,15.41,11.25,9.61,4.59,11.33,6.3
20/5/2022,2:30:00,Lettuce,0,31.75,3.4,19.39,13.58,25.46,17.3,6.31
20/5/2022,4:45:00,Lettuce,0,34.13,4.41,13.89,14.71,5.49,18.33,6.13
20/5/2022,7:15:00,Lettuce,8.723,31.73,0.27,16.76,18.7,23.84,15.7,6.4
20/5/2022,9:30:00,Lettuce,6.305,31.41,1.57,10.02,8.91,13.43,18.72,6.89
20/5/2022,12:00:00,Lettuce,4.992,32.16,10.31,7.95,12.2,1.61,12.99,6.37
20/5/2022,14:30:00,Lettuce,5.252000000000001,35.65,2.16,16.48,12.03,23.67,10.81,6.43
20/5/2022,16:45:00,Lettuce,9.802,30.71,18.32,16.87,15.53,22.72,12.05,6.5
20/5/2022,19:15:00,Lettuce,9.945,30.3,18.45,16.84,7.56,10.19,12.11,6.61
20/5/2022,21:30:00,Lettuce,0,29.49,7.38,14.43,5.93,20.5,20.08,6.54
21/5/2022,0:00:00,Lettuce,0,33.36,16.44,22.07,11.61,9.2,17.66,6.55
21/5/2022,2:30:00,Lettuce,0,30.95,17.1,19.46,14.21,6.47,14.52,6.05
21/5/2022,4:45:00,Lettuce,0,33.4,9.15,7.79,15.77,13.76,8.6,6.77
21/5/2022,7:15:00,Lettuce,5.473,36.84,7.97,16.99,14.01,16.59,11.96,6.51
21/5/2022,9:30:00,Lettuce,4.9399999999999995,36.86,16.66,17.89,11.01,14.19,14.29,6.92
21/5/2022,12:00:00,Lettuce,10.491000000000001,32.16,1.02,10.15,8.39,19.49,12.96,6.13
21/5/2022,14:30:00,Lettuce,9.152000000000001,36.66,10.1,12.83,7,19.06,13.39,6.37
21/5/2022,16:45:00,Lettuce,9.113,32.75,15.29,13.13,18.7,28.26,13.81,6.27
21/5/2022,19:15:00,Lettuce,6.577999999999999,36.91,19.08,7,10.41,21.82,15.67,6.98
21/5/2022,21:30:00,Lettuce,0,29.14,11.46,20.25,13.47,27.75,20.03,6.74
22/5/2022,0:00:00,Lettuce,0,28.58,14.53,7.96,14.11,30.95,18.23,6.68
22/5/2022,2:30:00,Lettuce,0,35.39,7.68,15.63,9.11,22.31,13.51,6.43
22/5/2022,4:45:00,Lettuce,0,34.4,2.88,14.91,10.6,22.71,18.32,6.35
22/5/2022,7:15:00,Lettuce,9.997000000000002,33.99,14.78,15.73,19.36,29.95,15.27,6.86
22/5/2022,9:30:00,Lettuce,9.295,33.55,10.92,10.3,11.19,15.48,9.03,6.6
22/5/2022,12:00:00,Lettuce,6.461,28.94,11.93,17.58,8.46,24.36,18.69,6.28
22/5/2022,14:30:00,Lettuce,5.3950000000000005,37.75,15.56,16.4,11.21,35.13,17.49,6.57
22/5/2022,16:45:00,Lettuce,6.5520000000000005,33.41,19.57,18.62,14.39,11.42,11.04,6.93
22/5/2022,19:15:00,Lettuce,6.734,30.07,5.29,13.2,7.85,11.77,10.25,6.68
22/5/2022,21:30:00,Lettuce,0,28.13,11.91,11.79,11.11,16.7,4.71,6.56
23/5/2022,0:00:00,Lettuce,0,35.98,8.43,11.59,17.56,7.03,18.76,6.02
23/5/2022,2:30:00,Lettuce,0,37.42,12.94,13.74,16.71,14.87,12.81,6.46
23/5/2022,4:45:00,Lettuce,0,30.15,11.68,9.17,17.35,26.74,9.13,6.87
23/5/2022,7:15:00,Lettuce,8.97,29.99,18.71,11.65,13.68,19.57,7.74,6.39
23/5/2022,9:30:00,Lettuce,8.32,28.47,14.03,10.6,11.97,12.91,14.35,6.75
23/5/2022,12:00:00,Lettuce,5.538,29.79,0.72,16.92,8.2,29.05,13.45,6.91
23/5/2022,14:30:00,Lettuce,6.045000000000001,36.75,3.01,17.03,14.59,5.74,8.72,6.45
23/5/2022,16:45:00,Lettuce,9.594,33.58,10.09,16.1,18.01,21.74,8.12,6.75
23/5/2022,19:15:00,Lettuce,10.244,35.47,4.61,10.69,9.7,26.77,12.94,6.54
23/5/2022,21:30:00,Lettuce,0,33.67,17.48,10.82,9.35,31.92,9.54,6.86
24/5/2022,0:00:00,Lettuce,0,32.02,10.26,17.56,14.99,19.6,17.83,6.04
24/5/2022,2:30:00,Lettuce,0,34.23,15.81,12.22,6.58,23.84,17.55,6.53
24/5/2022,4:45:00,Lettuce,0,31.05,7.76,18.13,15.53,29.98,13.64,6.5
24/5/2022,7:15:00,Lettuce,11.375,35.7,4.25,15.55,11.66,25.77,10.18,6.22
24/5/2022,9:30:00,Lettuce,9.074000000000002,29.03,13.28,20.17,11.14,15.75,12.33,6.9
24/5/2022,12:00:00,Lettuce,6.799,31.06,11.85,14.48,18.55,18.7,9.15,6.59
24/5/2022,14:30:00,Lettuce,5.343000000000001,36.26,3.45,14.39,7.32,23.08,15.17,6.84
24/5/2022,16:45:00,Lettuce,5.902,34.37,11.47,19.15,9.26,30.74,19.59,6
24/5/2022,19:15:00,Lettuce,4.121,28.01,6.25,12.95,18.06,12.19,13.63,6.37
24/5/2022,21:30:00,Lettuce,0,35.05,19.92,13.85,10.57,25.02,14.1,6.88
25/5/2022,0:00:00,Lettuce,0,29.79,14.5,13.18,11.57,23.57,10.74,6.93
25/5/2022,2:30:00,Lettuce,0,33.64,7,14.95,15.17,14.01,6.6,6.05
25/5/2022,4:45:00,Lettuce,0,29.79,3.24,18.35,11.74,34.48,17.58,6.49
25/5/2022,7:15:00,Lettuce,8.359,35.06,16.87,20.3,13.89,14.91,14.36,6.28
25/5/2022,9:30:00,Lettuce,8.398,34.64,19.97,14.5,15.72,27.02,18.61,6.52
25/5/2022,12:00:00,Lettuce,8.957,30.42,16.48,18.23,8.6,10.42,16.05,6.67
25/5/2022,14:30:00,Lettuce,11.063,32.45,9.88,10.95,15.6,12.42,13.76,6.28
25/5/2022,16:45:00,Lettuce,7.033,29.72,11.86,7.73,19.64,13.74,12,6.47
25/5/2022,19:15:00,Lettuce,8.242,32.3,16.65,16.71,14.09,31.47,13.08,6.59
25/5/2022,21:30:00,Lettuce,0,30.62,5.4,19.43,14.74,13.59,17.13,6.88
26/5/2022,0:00:00,Lettuce,0,32.16,12.34,12.16,10.91,25.58,18.91,6.26
26/5/2022,2:30:00,Lettuce,0,35.74,11.11,19.26,14.98,5.48,19.83,6.33
26/5/2022,4:45:00,Lettuce,0,35.11,11.87,15.4,14.2,8.2,8.2,6.58
26/5/2022,7:15:00,Lettuce,11.661000000000001,28.88,0.46,18.74,10.77,20.47,14.65,6.67
26/5/2022,9:30:00,Lettuce,10.257,36.53,19.93,12.46,9.45,18.02,11.38,6.3
26/5/2022,12:00:00,Lettuce,10.53,35.33,0.13,16.72,11.85,9.98,12.61,6.8
26/5/2022,14:30:00,Lettuce,9.945,28.4,12.98,7.65,18.04,20.52,16.46,6.25
26/5/2022,16:45:00,Lettuce,4.5889999999999995,33.18,11.02,14.19,14.32,8.29,17.72,6.82
26/5/2022,19:15:00,Lettuce,8.294,33.01,15.29,8.35,12.56,21.67,12.33,6.35
26/5/2022,21:30:00,Lettuce,0,29.64,15.1,12.91,18.45,7.55,6.13,6.76
27/5/2022,0:00:00,Lettuce,0,37.78,12.85,11.58,18.46,21.74,7.51,6.97
27/5/2022,2:30:00,Lettuce,0,29.12,14.33,12.65,11.11,13.82,11,6.19
27/5/2022,4:45:00,Lettuce,0,37.85,6.54,10.48,7.04,26.44,15.22,6.68
27/5/2022,7:15:00,Lettuce,4.1080000000000005,28.28,7.26,18.69,9.84,25.21,16.95,6.84
27/5/2022,9:30:00,Lettuce,6.968000000000001,29.28,10.48,17.92,16.99,15.98,14.47,6.5
27/5/2022,12:00:00,Lettuce,7.865,32.75,11.75,13.1,11.78,32.61,11.17,6.07
27/5/2022,14:30:00,Lettuce,4.056,37.04,5.85,13.85,14.65,29.45,14.03,6.99
27/5/2022,16:45:00,Lettuce,9.191,35.24,3.64,17.62,16.23,25.53,16.25,6.98
27/5/2022,19:15:00,Lettuce,10.998000000000001,30.48,0.69,16.61,18.98,14.78,8.3,6.23
27/5/2022,21:30:00,Lettuce,0,28.73,2.48,14.86,15.87,19.58,19.45,6.34
28/5/2022,0:00:00,Lettuce,0,30.77,10.84,14.59,16.41,15.12,14,6.38
28/5/2022,2:30:00,Lettuce,0,36.13,18.83,20.53,12.22,28.98,13.44,6.15
28/5/2022,4:45:00,Lettuce,0,34.6,13.68,16.11,12.06,13.31,8.63,6.94
28/5/2022,7:15:00,Lettuce,8.034,29.18,19.33,18.04,10.66,4.5,16.51,6.77
28/5/2022,9:30:00,Lettuce,4.16,34.47,16.55,12.49,16,25.3,17.16,6.32
28/5/2022,12:00:00,Lettuce,5.785,32.8,11.47,9.83,9.59,9.28,16.56,6.35
28/5/2022,14:30:00,Lettuce,5.720000000000001,31.87,3.56,15.05,18.28,28.89,14.43,6.67
28/5/2022,16:45:00,Lettuce,8.931000000000001,35.67,4.04,7.77,6.87,19.52,9.46,6.19
28/5/2022,19:15:00,Lettuce,7.2540000000000004,36.16,5.91,19.35,18.89,20.13,14.99,6.22
28/5/2022,21:30:00,Lettuce,0,29.27,8.42,18.72,17.48,11.13,14.06,6.12
29/5/2022,0:00:00,Lettuce,0,35.94,10.33,18.13,9.13,21.96,15.96,6.38
29/5/2022,2:30:00,Lettuce,0,35.13,10.42,16.93,10.95,18.73,14.05,6.75
29/5/2022,4:45:00,Lettuce,0,35.18,16.74,13.14,7.81,30.3,8.25,6.45
29/5/2022,7:15:00,Lettuce,7.579000000000001,37.92,11.06,18.1,9.04,13.06,12.85,6.14
29/5/2022,9:30:00,Lettuce,9.074000000000002,33.34,12.39,18.07,7.25,22.27,7.32,6.46
29/5/2022,12:00:00,Lettuce,7.4879999999999995,30.44,1.71,6.89,9.86,15.85,11.08,6.78
29/5/2022,14:30:00,Lettuce,9.399000000000001,33.52,19.41,13.79,10.77,17.54,17.43,6.07
29/5/2022,16:45:00,Lettuce,6.422000000000001,35.31,3.6,12.13,10.42,18.4,12.47,6.33
29/5/2022,19:15:00,Lettuce,10.686000000000002,36.03,2.84,18.39,19.15,19.82,19.5,6.9
29/5/2022,21:30:00,Lettuce,0,33.38,16.85,17.15,18.83,22.11,9.07,6.21
30/5/2022,0:00:00,Lettuce,0,35.96,7.99,14.12,15.1,15.64,11.96,6.07
30/5/2022,2:30:00,Lettuce,0,35.1,9.85,17.01,16.68,19.62,19.59,6.49
30/5/2022,4:45:00,Lettuce,0,29.96,10.2,16.94,15.51,8.84,17.12,6.04
30/5/2022,7:15:00,Lettuce,10.296,33.11,15.88,10.96,20.18,28.62,18.82,6.8
30/5/2022,9:30:00,Lettuce,10.348,37.94,12.88,15.78,14.83,22.57,17.16,6.23
30/5/2022,12:00:00,Lettuce,7.969,29.36,10.54,17.29,11.78,32.06,20.26,6.75
30/5/2022,14:30:00,Lettuce,4.732,37.85,14.05,16.42,9.63,10.19,10.67,6.92
30/5/2022,16:45:00,Lettuce,7.072000000000001,35.89,9.15,15.77,12.63,28.42,12.49,6.98
30/5/2022,19:15:00,Lettuce,5.967,34.31,15.45,12.99,14.97,15.65,14.25,6.35
30/5/2022,21:30:00,Lettuce,0,30.31,4.9,13.73,12.34,14.02,19.12,6.69
31/5/2022,0:00:00,Lettuce,0,32.56,11.09,20.71,14.81,14.28,9.94,6.22
31/5/2022,2:30:00,Lettuce,0,31.9,15.16,14.41,9.15,19.94,13.82,6.91
31/5/2022,4:45:00,Lettuce,0,31.05,14.12,14.51,12.84,32.61,15.86,6.94
31/5/2022,7:15:00,Lettuce,4.433000000000001,32.71,11.32,18.6,18.15,20.75,20.75,6.09
31/5/2022,9:30:00,Lettuce,4.303,32.58,17.99,17.31,8.83,24.1,15.72,6.08
31/5/2022,12:00:00,Lettuce,11.258000000000001,31.96,2.41,12.32,16.46,18.93,18.52,6.52
31/5/2022,14:30:00,Lettuce,5.6290000000000004,30.73,4.94,22,12.29,19.6,13.16,6.14
31/5/2022,16:45:00,Lettuce,6.370000000000001,30.85,17.68,14.32,13.72,9.61,10.13,6.36
31/5/2022,19:15:00,Lettuce,5.291,30.04,13.32,8.6,17.44,16.44,11.74,6.17
31/5/2022,21:30:00,Lettuce,0,34.1,12.07,14.07,8.04,17.94,9.08,6.8
1/6/2022,0:00:00,Lettuce,0,29.27,15.94,11.91,10.63,8.27,18.07,6.48
1/6/2022,2:30:00,Lettuce,0,30.96,2.85,14.43,19.78,12.3,14.07,6.36
1/6/2022,4:45:00,Lettuce,0,34.28,15.37,17.9,11.83,27.79,9.75,6.85
1/6/2022,7:15:00,Lettuce,5.915,28.94,3.81,14.75,8.82,7.96,15.4,6.73
1/6/2022,9:30:00,Lettuce,6.838,36.74,14.27,9.54,12.44,32.72,16.46,6.72
1/6/2022,12:00:00,Lettuce,11.635,36.96,17.01,7.48,5.93,12.07,15.28,6.78
1/6/2022,14:30:00,Lettuce,8.606,35.14,14.48,20.14,12.15,32.02,14.32,6.9
1/6/2022,16:45:00,Lettuce,9.828,28.96,12.34,18.2,6.24,7.17,5.86,6.62
1/6/2022,19:15:00,Lettuce,7.514,30.23,4.24,15.36,6.45,20.12,11.76,6.38
1/6/2022,21:30:00,Lettuce,0,29.32,4.97,16.6,9.52,19.99,14.89,6.9
2/6/2022,0:00:00,Lettuce,0,36.05,9.53,16.39,5.48,25.32,11.34,6.27
2/6/2022,2:30:00,Lettuce,0,28,6.14,13.86,11.95,14.02,9.55,6.56
2/6/2022,4:45:00,Lettuce,0,33.62,14.71,11.39,18.26,11.62,6.69,6.17
2/6/2022,7:15:00,Lettuce,8.385,32.89,7.92,9.13,19.2,11.77,19.14,6.11
2/6/2022,9:30:00,Lettuce,6.903,33.29,6.85,13.22,13.58,15.1,20.35,6.08
2/6/2022,12:00:00,Lettuce,5.785,37.6,4.82,20.36,15.94,12.14,14.73,6.94
2/6/2022,14:30:00,Lettuce,11.427,31.16,18.75,17.66,19.05,29.49,11.2,6.15
2/6/2022,16:45:00,Lettuce,5.382,34.87,7.82,10.93,12.04,33.7,9.49,6.84
2/6/2022,19:15:00,Lettuce,8.515,28.09,17.67,19.19,17.66,6.78,8.6,6.34
2/6/2022,21:30:00,Lettuce,0,28.78,15.83,14.4,12.22,18.52,7.75,6.04
3/6/2022,0:00:00,Lettuce,0,37.85,5.35,8.55,11.68,28.61,13.54,6.54
3/6/2022,2:30:00,Lettuce,0,30.52,3.35,16.49,17.24,21.56,6.95,6.27
3/6/2022,4:45:00,Lettuce,0,37.84,11.02,16.93,12.22,7.68,8.37,6.68
3/6/2022,7:15:00,Lettuce,4.9270000000000005,31.1,4.31,13.66,17.7,25.88,8.6,6.38
3/6/2022,9:30:00,Lettuce,7.306,31.28,11.11,12.37,11.04,29.22,14.45,6.98
